"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-09-12","95.8","-3.32","5.42","Scherzer, Max",543333,453286,"strikeout","swinging_strike",,,,,"5","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S","2",,"0","2",2021,"-0.96","1.15","0.04","2.85",,,,"1","2","Top",,,,,"669257",,,10.975523444828399,-139.1300530421048,-3.7544379092730917,-14.87558708588602,30.427421928581747,-16.573080842439868,"3.55","1.63",,,,"95.3","2490","6",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.46",,,"0","1","0","0",,"9","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","227","0.017","-0.101"
"FF","2021-09-12","94.3","-3.3","5.45","Scherzer, Max",543333,453286,,"foul",,,,,"12","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S",,,"0","1",2021,"-0.99","1.17","0.74","4.01",,,,"1","2","Top",,,,,"669257",,,12.618761157232894,-136.8905741418984,-0.6575572272992882,-15.130653385091085,27.79652486304875,-17.483981953508653,"3.55","1.63","270","78.5","30","94","2499","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.41",,,,,,,,"9","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","219","0","-0.035"
"CU","2021-09-12","77.0","-3.17","5.69","Scherzer, Max",543333,453286,,"swinging_strike",,,,,"14","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S",,,"0","0",2021,"0.91","-0.53","0.92","1.09",,,,"1","2","Top",,,,,"669257",,,7.02267107170204,-112.0571246852953,-1.8818929398202586,6.542830508826397,18.845924930403605,-36.54011361121285,"3.55","1.63",,,,"77","2756","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.37",,,,,,,,"9","1","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","63","0","-0.027"
"SL","2021-09-12","86.3","-3.35","5.53","Scherzer, Max",665487,453286,"strikeout","swinging_strike",,,,,"6","Fernando Tatis strikes out swinging.","R","R","R","LAD","SD","S","2",,"0","2",2021,"0.25","0.26","0.75","2.37",,,,"0","2","Top",,,,,"669257",,,9.18431657606094,-125.59682124971191,-1.9201079454698862,1.097550483013495,21.31297025877248,-29.242697957725444,"3.49","1.6",,,,"86.3","2324","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.59",,,"0","1","0","0",,"8","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","171","0.023","-0.151"
"CU","2021-09-12","75.7","-3.14","5.69","Scherzer, Max",665487,453286,,"swinging_strike",,,,,"14","Fernando Tatis strikes out swinging.","R","R","R","LAD","SD","S",,,"0","1",2021,"1.08","-0.79","1.49","1.13",,,,"0","2","Top",,,,,"669257",,,7.744414013470864,-110.07892743314216,-1.0287917096243022,7.470817493266144,18.978751582142355,-38.65344482670219,"3.49","1.6",,,,"75.7","2808","6.3",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.22",,,,,,,,"8","2","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","54","0","-0.052"
"FF","2021-09-12","92.6","-3.16","5.71","Scherzer, Max",665487,453286,,"foul",,,,,"11","Fernando Tatis strikes out swinging.","R","R","R","LAD","SD","S",,,"0","0",2021,"-0.99","1.42","-0.99","3.00",,,,"0","2","Top",,,,,"669257",,,7.630224016204005,-134.67145493758022,-4.2206090686655795,-13.636470713265647,27.9474688742875,-14.092469083565364,"3.49","1.6","176","69.0","54","92.1","2509","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.6",,,,,,,,"8","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","226","0","-0.038"
"CH","2021-09-12","84.9","-3.37","5.49","Scherzer, Max",592518,453286,"field_out","hit_into_play",,,,,"8","Manny Machado flies out to center fielder Mookie Betts.","R","R","R","LAD","SD","X","8","fly_ball","1","1",2021,"-1.32","0.32","0.22","1.58",,,,"2","1","Top",141.55,74.56,,,"669257",,,11.017671619165665,-123.22136882398803,-3.515100076444737,-15.473429821237522,22.045592135001925,-28.361863490140884,"3.49","1.6","311","87.1","31","85.2","1590","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.11","0.046","0.058","0","1","0","0","3","3","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","247","0.01","-0.099"
"FF","2021-09-12","95.3","-3.18","5.74","Scherzer, Max",592518,453286,,"foul",,,,,"1","Manny Machado flies out to center fielder Mookie Betts.","R","R","R","LAD","SD","S",,,"1","0",2021,"-0.86","1.22","-0.60","3.35",,,,"2","1","Top",,,,,"669257",,,8.654460673748604,-138.59544695109315,-3.389315654363704,-12.99823167085296,28.814261796058613,-15.804800717834334,"3.49","1.6","214","75.9","24","94.9","2442","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.57",,,,,,,,"3","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","216","0","-0.02"
"SL","2021-09-12","85.3","-3.45","5.57","Scherzer, Max",592518,453286,,"ball",,,,,"14","Manny Machado flies out to center fielder Mookie Betts.","R","R","R","LAD","SD","B",,,"0","0",2021,"0.23","0.58","0.16","1.27",,,,"2","1","Top",,,,,"669257",,,7.967156082791017,-123.98411875814745,-4.980267734270469,0.8499394174633914,23.870411929185302,-25.366522045295945,"3.61","1.6",,,,"84.9","2123","6",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.5",,,,,,,,"3","1","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","219","0","0.016"
"CH","2021-09-12","86.2","-3.32","5.5","Scherzer, Max",624428,453286,"field_out","hit_into_play",,,,,"4","Adam Frazier lines out to right fielder Steven Souza.","R","L","R","LAD","SD","X","9","line_drive","2","1",2021,"-1.14","0.39","-0.62","2.68",,,,"1","1","Top",195.66,93.54,,,"669257",,,8.741290051792232,-125.3066712108634,-1.3121650333896775,-13.733916821550922,23.0702773633974,-27.94545804566362,"3.3","1.5","312","97.4","20","86.7","1508","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.07","0.297","0.341","0","1","0","0","4","2","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","244","0.015","-0.195"
"CU","2021-09-12","74.7","-3.28","5.78","Scherzer, Max",624428,453286,,"ball",,,,,"13","Adam Frazier lines out to right fielder Steven Souza.","R","L","R","LAD","SD","B",,,"1","1",2021,"1.16","-0.72","-1.32","2.10",,,,"1","1","Top",,,,,"669257",,,1.9762674667210325,-108.87046063083706,0.8258331569255,8.924599944924436,18.614872885963074,-38.27869474889202,"3.09","1.5",,,,"74.6","2680","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.44",,,,,,,,"2","3","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","57","0","0.038"
"FF","2021-09-12","93.8","-3.2","5.76","Scherzer, Max",624428,453286,,"foul",,,,,"5","Adam Frazier lines out to right fielder Steven Souza.","R","L","R","LAD","SD","S",,,"1","0",2021,"-1.1","1.36","-0.08","2.68",,,,"1","1","Top",,,,,"669257",,,10.38454368113955,-136.19213245677471,-5.226908286581057,-15.89257321498713,28.322402778817672,-14.211917292000582,"3.3","1.5","131","77.5","17","93.2","2431","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.56",,,,,,,,"2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","215","0","-0.032"
"FF","2021-09-12","92.8","-3.19","5.77","Scherzer, Max",624428,453286,,"ball",,,,,"14","Adam Frazier lines out to right fielder Steven Souza.","R","L","R","LAD","SD","B",,,"0","0",2021,"-1.15","1.43","0.26","1.35",,,,"1","1","Top",,,,,"669257",,,11.21919288622967,-134.55939318759584,-8.541564281855166,-16.38059831600498,28.17469065172142,-13.025659462254033,"3.14","1.5",,,,"92","2372","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.6",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","224","0","0.026"
"CH","2021-09-12","85.1","-3.29","5.59","Scherzer, Max",663757,453286,"strikeout","swinging_strike",,,,,"13","Trent Grisham strikes out swinging.","R","L","R","LAD","SD","S","2",,"1","2",2021,"-1.31","0.24","-1.23","1.49",,,,"0","1","Top",,,,,"669257",,,7.4163992569652875,-123.73206079537891,-3.807804941727018,-14.874848851030208,23.021394202102524,-29.157423089620067,"3.32","1.51",,,,"85.1","1703","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.32",,,"0","1","0","0",,"1","5","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","252","0.022","-0.173"
"SL","2021-09-12","89.5","-3.26","5.51","Scherzer, Max",663757,453286,,"foul",,,,,"14","Trent Grisham strikes out swinging.","R","L","R","LAD","SD","S",,,"1","2",2021,"0.23","0.82","0.84","2.23",,,,"0","1","Top",,,,,"669257",,,9.578339935016288,-130.20621165642694,-3.890977844212485,0.9373033115585119,23.434440406732975,-22.240566332442544,"3.32","1.51","338","105.9","27","89.7","2328","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.42",,,,,,,,"1","4","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","200","0","0"
"SL","2021-09-12","87.7","-3.38","5.55","Scherzer, Max",663757,453286,,"ball",,,,,"7","Trent Grisham strikes out swinging.","R","L","R","LAD","SD","B",,,"0","2",2021,"0.12","0.85","-0.59","1.79",,,,"0","1","Top",,,,,"669257",,,6.487218627763576,-127.67056972893491,-4.741318175342492,0.07121024572053199,24.212455662342297,-22.147295193324407,"3.46","1.67",,,,"87.6","2256","6",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.49",,,,,,,,"1","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","215","0","0.022"
"FF","2021-09-12","93.8","-3.31","5.59","Scherzer, Max",663757,453286,,"foul",,,,,"3","Trent Grisham strikes out swinging.","R","L","R","LAD","SD","S",,,"0","1",2021,"-1.04","1.21","0.42","3.11",,,,"0","1","Top",,,,,"669257",,,11.873522153617607,-136.28431495294106,-3.4146417387232906,-15.336394618559346,24.68454898271356,-16.407840983196746,"3.32","1.51","159","75.1","23","93.9","2507","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.43",,,,,,,,"1","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","224","0","-0.052"
"FF","2021-09-12","94.2","-3.29","5.64","Scherzer, Max",663757,453286,,"called_strike",,,,,"4","Trent Grisham strikes out swinging.","R","L","R","LAD","SD","S",,,"0","0",2021,"-0.97","1.38","-0.37","2.49",,,,"0","1","Top",,,,,"669257",,,9.69098201375631,-136.8870547121886,-5.544342987126494,-14.190495877245581,26.667716923742184,-13.773484107988239,"3.31","1.51",,,,"94.1","2458","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.43",,,,,,,,"1","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","224","0","-0.038"
